claim_id,artifact,artifact_location,report_occurrence_count,claim_text,claim_type,population,comparator,endpoint,timepoint,value,unit,source_ids,source_urls,exact_anchors,access_depth,evidence_tier,requires_inline_citation,first_pass_decision,first_pass_rationale,blind_verdict,blind_failure_mode,resolution,final_display_state,canonical_artifact,canonical_row_ids,canonical_artifact_sha256,display_order,data_cut,schema_version,notes
TRIAL-024-INTERPRETATION,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=110,1,NCT06226545: LASN01은 Week 37 CAS response 신호를 보였지만 PRR는 placebo와 유사했다.,trial_primary_interpretation,Adults primary,Randomized placebo (anti-IGF-1R-naïve TED),Percentage of Participants Showing a Response in Proptosis Measured Using Hertel Exophthalmometer (≥2 mm Decrease From Baseline) in the Study Eye and Separately in Either Eye Without Increased Proptosis (≥2 mm Increase) in the Other Eye; For Randomized Treatment Arms: Number of Participants With Adverse Events Receiving LASN01 Compared to Placebo; For Open-label Treatment Arm: Number of Participants With Adverse Events Receiving LASN01,Posted result timepoint,mixed_small_randomized,curated interpretation category,853,https://clinicaltrials.gov/study/NCT06226545,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06226545,Frozen full protocol and posted-results record,A1 official registry,Yes,support,Approved result interpretation retained exactly; caveat: n=26 randomized; p-test unnamed; sponsor-funded/authored; post hoc proptosis exclusions highly exploratory.,support,support,NA (no first-pass correction required),final_displayed_blind_support,result_trial_curation_v2.csv,trial_id=NCT06226545; field=primary_interpretation,4be5f2aa06c22ce2687ab86612c6afab15ff7f63aa009e344358477c8fbb3e30,82,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0033 (BATCH-02): support; same coordinator, stance-hidden, not independent validation."
TRIAL-024-EFFICACY,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=133,1,"NCT06226545: CAS response 15/17 (88.2%) vs 4/9 (44.4%), p=0.028; PRR 6/17 (35.3%) vs 3/9 (33.3%).",trial_efficacy_result,Adults primary,Randomized placebo (anti-IGF-1R-naïve TED),Percentage of Participants Showing a Response in Proptosis Measured Using Hertel Exophthalmometer (≥2 mm Decrease From Baseline) in the Study Eye and Separately in Either Eye Without Increased Proptosis (≥2 mm Increase) in the Other Eye; For Randomized Treatment Arms: Number of Participants With Adverse Events Receiving LASN01 Compared to Placebo; For Open-label Treatment Arm: Number of Participants With Adverse Events Receiving LASN01,Posted result timepoint,"CAS response 15/17 (88.2%) vs 4/9 (44.4%), p=0.028; PRR 6/17 (35.3%) vs 3/9 (33.3%).",source-reported mixed endpoint units,853,https://clinicaltrials.gov/study/NCT06226545,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06226545,Frozen full protocol and posted-results record,A1 official registry,Yes,support,Exact approved efficacy field with endpoint-specific denominators; Endpoint-specific denominators are preserved in efficacy/safety text; registry STARTED N is not substituted for analyzed N.,support,support,NA (no first-pass correction required),final_displayed_blind_support,result_trial_curation_v2.csv,trial_id=NCT06226545; field=efficacy,4be5f2aa06c22ce2687ab86612c6afab15ff7f63aa009e344358477c8fbb3e30,83,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0157 (BATCH-07): support; same coordinator, stance-hidden, not independent validation."
TRIAL-025-INTERPRETATION,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=111,1,NCT06384547: STRIVE는 placebo 없는 active-dose safety comparison으로 efficacy 또는 dose response를 확립하지 못한다.,trial_primary_interpretation,Adults primary,NR (randomized comparator arm not explicitly typed in registry),Number of Participants With Treatment-emergent Adverse Events (TEAEs) Through Week 15,Posted result timepoint,active_dose_uncontrolled,curated interpretation category,859,https://clinicaltrials.gov/study/NCT06384547,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06384547,Frozen full protocol and posted-results record,A1 official registry,Yes,support,Approved result interpretation retained exactly; caveat: No placebo; efficacy inference 제한.,support,support,NA (no first-pass correction required),final_displayed_blind_support,result_trial_curation_v2.csv,trial_id=NCT06384547; field=primary_interpretation,4be5f2aa06c22ce2687ab86612c6afab15ff7f63aa009e344358477c8fbb3e30,84,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0128 (BATCH-06): support; same coordinator, stance-hidden, not independent validation."
TRIAL-025-SAFETY,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=144,1,NCT06384547: Week 52 TEAE 159/173 vs 55/58; SAE 10/173 vs 3/58; deaths 0; class-like muscle spasm/hearing/reproductive events.,trial_safety_result,Adults primary,NR (randomized comparator arm not explicitly typed in registry),Trial-reported adverse events and serious adverse events,Posted result timepoint,Week 52 TEAE 159/173 vs 55/58; SAE 10/173 vs 3/58; deaths 0; class-like muscle spasm/hearing/reproductive events.,participants/events as reported,859,https://clinicaltrials.gov/study/NCT06384547,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT06384547,Frozen full protocol and posted-results record,A1 official registry,Yes,support,Exact approved safety field; causality is not inferred when the registry does not report it.,support,support,NA (no first-pass correction required),final_displayed_blind_support,result_trial_curation_v2.csv,trial_id=NCT06384547; field=safety,4be5f2aa06c22ce2687ab86612c6afab15ff7f63aa009e344358477c8fbb3e30,85,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0030 (BATCH-02): support; same coordinator, stance-hidden, not independent validation."
REG-US-TEPEZZA-AUTH,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=66,1,United States Tepezza authorization: approved in the United States; labeled for TED regardless of activity or duration,regional_authorization_status,Adults unless the jurisdictional label states otherwise,NA (no comparator),authorization status and scope,2026-09-10 data cut,approved in the United States; labeled for TED regardless of activity or duration,status,728,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3e6c54a1-cefd-4a5b-a855-ab9f268b6cce,SOURCE_ANCHOR:US-TEPEZZA-LABEL-INDICATION; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-US-TED-TEPEZZA;field=authorization_status_scope,Acquired and hash-verified source document (text/html; charset=utf-8),A1 regulator/NLM label repository,Yes,support,Official authorization evidence controls positive status; documented negative searches remain unresolved and do not prove absence.,support,support,NA (no first-pass correction required),final_displayed_blind_support,soc_outcomes_v2.csv,soc_id=SOC-US-TED-TEPEZZA; field=authorization_status_scope,1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,86,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0146 (BATCH-06): support; same coordinator, stance-hidden, not independent validation."
REG-US-TEPEZZA-ACCESS,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=66,1,United States Tepezza reimbursement/access: unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),regional_reimbursement_access_status,Adults unless the jurisdictional label states otherwise,NA (no comparator),reimbursement or health-system access,2026-09-10 data cut,unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),status,NA (internal canonical evidence),NA (no external source URL required),CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-US-TED-TEPEZZA;field=reimbursement_access,Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,Access is kept distinct from authorization; unresolved fields are not converted into negative absence claims.,support,support,NA (no first-pass correction required),final_displayed_blind_support,soc_outcomes_v2.csv,soc_id=SOC-US-TED-TEPEZZA; field=reimbursement_access,1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,87,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0013 (BATCH-01): support; same coordinator, stance-hidden, not independent validation."
REG-US-LUMVOA-AUTH,report_graves_ted_landscape_v2.md,"report_graves_ted_landscape_v2.md::lines=13,66",2,United States Lumvoa authorization: approved by FDA on 2026-06-26; BLA 761530; TED regardless of activity or duration,regional_authorization_status,Adults unless an official label states otherwise,NA (no comparator),authorization status and scope,2026-09-10 data cut,approved by FDA on 2026-06-26; BLA 761530; TED regardless of activity or duration,status,373; 726,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/761530Orig1s000lbl.pdf; https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2026/761530Orig1s000ltr.pdf,SOURCE_ANCHOR:US-LUMVOA-LABEL-INDICATION-DOSE; SOURCE_ANCHOR:US-FDA-LUMVOA-BLA-APPROVAL; SOURCE_ANCHOR:US-FDA-LUMVOA-APPROVAL-DATE; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-US-TED-LUMVOA;field=authorization_status_scope,Acquired and hash-verified source document (application/pdf),A1 regulator,Yes,support,Official authorization evidence controls positive status; documented negative searches remain unresolved and do not prove absence.,support,support,NA (no first-pass correction required),final_displayed_blind_support,soc_outcomes_v2.csv,soc_id=SOC-US-TED-LUMVOA; field=authorization_status_scope,1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,88,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0045 (BATCH-02): support; same coordinator, stance-hidden, not independent validation."
REG-US-LUMVOA-ACCESS,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=66,1,United States Lumvoa reimbursement/access: unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),regional_reimbursement_access_status,Adults unless an official label states otherwise,NA (no comparator),reimbursement or health-system access,2026-09-10 data cut,unresolved (본 curated source set에서 region-wide reimbursement/coverage를 공식 근거로 확정하지 않음; 개별 payer·기관 확인 필요),status,NA (internal canonical evidence),NA (no external source URL required),CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-US-TED-LUMVOA;field=reimbursement_access,Canonical release artifact or analytic definition,Internal deterministic evidence,No,support,Access is kept distinct from authorization; unresolved fields are not converted into negative absence claims.,support,support,NA (no first-pass correction required),final_displayed_blind_support,soc_outcomes_v2.csv,soc_id=SOC-US-TED-LUMVOA; field=reimbursement_access,1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,89,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0195 (BATCH-08): support; same coordinator, stance-hidden, not independent validation."
REG-EU-TEPEZZA-AUTH,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=67,1,EU/EEA Tepezza authorization: EU marketing authorization valid throughout the EU from 2025-06-19 for adults with moderate-to-severe TED,regional_authorization_status,Adults unless the jurisdictional label states otherwise,NA (no comparator),authorization status and scope,2026-09-10 data cut,EU marketing authorization valid throughout the EU from 2025-06-19 for adults with moderate-to-severe TED,status,729,https://www.ema.europa.eu/en/medicines/human/EPAR/tepezza,SOURCE_ANCHOR:EU-EMA-TEPEZZA-INDICATION; SOURCE_ANCHOR:EU-EMA-TEPEZZA-AUTH-DATE; CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-EU-TED-TEPEZZA;field=authorization_status_scope,Acquired and hash-verified source document (text/html; charset=UTF-8),A1 regulator,Yes,support,Official authorization evidence controls positive status; documented negative searches remain unresolved and do not prove absence.,support,support,NA (no first-pass correction required),final_displayed_blind_support,soc_outcomes_v2.csv,soc_id=SOC-EU-TED-TEPEZZA; field=authorization_status_scope,1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,90,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0120 (BATCH-05): support; same coordinator, stance-hidden, not independent validation."
REG-EU-TEPEZZA-ACCESS,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=67,1,EU/EEA Tepezza reimbursement/access: Member-State-specific; EU-wide reimbursement claim을 하지 않으며 status는 국가별 unresolved,regional_reimbursement_access_status,Adults unless the jurisdictional label states otherwise,NA (no comparator),reimbursement or health-system access,2026-09-10 data cut,Member-State-specific; EU-wide reimbursement claim을 하지 않으며 status는 국가별 unresolved,status,751,https://www.ema.europa.eu/en/medicines/human/EPAR/tepezza,CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-EU-TED-TEPEZZA;field=reimbursement_access,Query-level official-portal search record; no citable text block,R1 documented official-portal search,Yes,support,Access is kept distinct from authorization; unresolved fields are not converted into negative absence claims.,support,support,NA (no first-pass correction required),final_displayed_blind_support,soc_outcomes_v2.csv,soc_id=SOC-EU-TED-TEPEZZA; field=reimbursement_access,1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,91,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0171 (BATCH-07): support; same coordinator, stance-hidden, not independent validation."
REG-EU-LUMVOA-AUTH,report_graves_ted_landscape_v2.md,report_graves_ted_landscape_v2.md::lines=67,1,EU/EEA Lumvoa authorization: unresolved (no relevant official EMA product record identified in the documented search; this does not prove non-authorization),regional_authorization_status,Adults unless an official label states otherwise,NA (no comparator),authorization status and scope,2026-09-10 data cut,unresolved (no relevant official EMA product record identified in the documented search; this does not prove non-authorization),status,747,https://www.ema.europa.eu/en/search,CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-EU-TED-LUMVOA;field=authorization_status_scope,Query-level official-portal search record; no citable text block,R1 documented official-portal search,Yes,support,Official authorization evidence controls positive status; documented negative searches remain unresolved and do not prove absence.,support,support,NA (no first-pass correction required),final_displayed_blind_support,soc_outcomes_v2.csv,soc_id=SOC-EU-TED-LUMVOA; field=authorization_status_scope,1c4368b060910b9bf6da76972d32651dbb17f642a755cfafdfe8e0384dda176b,92,2026-09-10,2.0.0,"Within-agent blind QA pending; not independent validation. | Blind QA BLIND-0080 (BATCH-04): support; same coordinator, stance-hidden, not independent validation."
