anchor_id,source_id,block_id,locator,raw_quote,quote_start,quote_end,source_sha256,block_text_sha256,quote_sha256,jurisdiction,authority_scope,population,disease_stage,intervention,endpoint_claim_scope,evidence_role,uncertainty,data_cut,schema_version,notes
US-ATA2016-R9,26,S026-B00011,pdf_page:11,"& RECOMMENDATION 9
A pregnancy test should be obtained within 48 hours prior
to treatment in any woman with childbearing potential who
is to be treated with RAI. The treating physician should
obtain this test and verify a negative result prior to ad-
ministering RAI.
Strong recommendation, low-quality evidence.",4759,5071,7c5a39ab34307315a334efd82081f04822f658d777230bbb6654cb911aff96b7,fec81dcfb4e584a3172abeb666e799cd7c04acd9727a35187a93a783d67b2298,3369795c7380e04604284309658dda3cd4278d493e68f5d812405cd0ef449a49,United States,A2 society guideline; American Thyroid Association,Adults unless the recommendation explicitly identifies children or pregnancy,Graves’ hyperthyroidism; source-defined treatment context,"ATD, RAI, thyroidectomy, or source-defined supportive management","Only the recommendation, regimen, status, or limitation stated in the exact quote",Evidence-graded society recommendation,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2017-R58-CORRECTED,744,S744-B00075,section:Correction to: Thyroid 2016;26:1343–1421. DOI: 10.1089/thy.2016.0229,"Children with GD should be treated with MMI, RAI therapy, or thyroidectomy. RAI therapy should be avoided in very young children (<5 years). RAI therapy in children is acceptable if the activity is >150 μ Ci/g (5.55 MBq/g) of thyroid tissue, and for children between 5 and 10 years of age if the calculated RAI administered activity is <10 mCi (<370 MBq) . Thyroidectomy should be chosen when definitive therapy is required, the child is too young for RAI, and surgery can be performed by a high-volume thyroid surgeon.",0,519,92c1473de9ed1b9aae830fcad35501655ea7104df224279d493d3cc91ef2ebb1,19b8717851b7f5ddc2f0ab2feaa3b3c5de463fa9e9a6a3bcbca76213085bd058,19b8717851b7f5ddc2f0ab2feaa3b3c5de463fa9e9a6a3bcbca76213085bd058,United States,A2 journal correction; Thyroid journal / American Thyroid Association,Children with Graves’ disease,Pediatric Graves’ disease,"MMI, RAI, or thyroidectomy",Corrected pediatric treatment and RAI age/dose wording,Journal correction,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2017-R58-CORRECTION-PREAMBLE,744,S744-B00074,section:Correction to: Thyroid 2016;26:1343–1421. DOI: 10.1089/thy.2016.0229,Recommendation 58 on page 1369 should read as follows:,0,54,92c1473de9ed1b9aae830fcad35501655ea7104df224279d493d3cc91ef2ebb1,f47144725ee5dac881fbbaa8657d59735d4766212fe867cddbbeb2615a32a6d2,f47144725ee5dac881fbbaa8657d59735d4766212fe867cddbbeb2615a32a6d2,United States,A2 journal correction; Thyroid journal / American Thyroid Association,Children with Graves’ disease,Pediatric Graves’ disease,"MMI, RAI, or thyroidectomy",Identification of corrected Recommendation 58,Journal correction,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-ATA2017-R58-ONLINE-CORRECTED,744,S744-B00076,section:Correction to: Thyroid 2016;26:1343–1421. DOI: 10.1089/thy.2016.0229,The online version of the article has been corrected to reflect this change. The authors apologize for this error.,0,114,92c1473de9ed1b9aae830fcad35501655ea7104df224279d493d3cc91ef2ebb1,d3a29f84a07fbf63a86bf9bcc947fc735a0836066d0ca6fccedf95f13eab2497,d3a29f84a07fbf63a86bf9bcc947fc735a0836066d0ca6fccedf95f13eab2497,United States,A2 journal correction; Thyroid journal / American Thyroid Association,NA (correction record),Pediatric Graves’ disease guideline correction,NA (correction record),Confirmation that the online article was corrected,Journal correction,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-FDA-2026-LUMVOA-LISTING,727,S727-B00065,section:FDA Novel Drug Therapy Approvals for 2026,23. Lumvoa veligrotug-vvze 6/26/2026 To treat thyroid eye disease,0,65,d0f07740526cbe6be024f4e254d9927db9567f2d52d5df01f782487e770e4975,82e267a1a486dd007681b59c243f7eb88cbaba23f8832854b61e6a67cd494c68,82e267a1a486dd007681b59c243f7eb88cbaba23f8832854b61e6a67cd494c68,United States,A1 regulator; U.S. Food and Drug Administration,NA (authorization record),TED authorization,Veligrotug-vvze (Lumvoa),FDA 2026 novel-drug listing row,FDA approvals listing,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-FDA-LUMVOA-APPROVAL-DATE,726,S726-B00005,pdf_page:5,"ALEXANDER GOROVETS
06/26/2026 02:09:44 PM",431,472,f1033b435abc06d8be4dc63ac4d1caf5455967e991b7dcfa253d30ea9609b997,7522f37713341276848a41295a6a87b62393472ec2f766204f3d1973d48b2913,f95f45a0bc26f2ec2cea5ca0ebbc4b4c9316e2482562d95a6f9bbfb32df2a748,United States,A1 regulator; U.S. Food and Drug Administration,NA (authorization record),TED authorization,Veligrotug-vvze (Lumvoa),Electronic-signature date on approval letter,FDA approval letter signature record,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-FDA-LUMVOA-BLA-APPROVAL,726,S726-B00001,pdf_page:1,"BLA 761530
BLA APPROVAL
Viridian Therapeutics, Inc.
Attention: Martin Kwok, PharmD, RAC
Senior Director, Regulatory Affairs
221 Crescent Street, Suite 103A
Waltham, MA 02453
Dear Dr. Martin Kwok:
Please refer to your biologics license application (BLA) received October 31, 2025, and 
your amendments, submitted under section 351(a) of the Public Health Service Act for 
Lumvoa (veligrotug-vvze) injection, for intravenous use.
LICENSING 
We have approved your BLA for Lumvoa (veligrotug-vvze) effective this date. You are 
hereby authorized to introduce or deliver for introduction into interstate commerce, 
Lumvoa under your existing Department of Health and Human Services U.S. License 
No. 2377. Lumvoa is indicated for treatment of thyroid eye disease.",0,758,f1033b435abc06d8be4dc63ac4d1caf5455967e991b7dcfa253d30ea9609b997,0b3176e0053bcf327314f3409ce3a325093c3586873ff8a328a62891d80a9279,e85fb6e9776548eb280ca32ee75ebc3682ad6fb3d1137f12255ed73bd1e89f41,United States,A1 regulator; U.S. Food and Drug Administration,U.S. authorized population,TED,Veligrotug-vvze (Lumvoa),"BLA number, approval, and indication",FDA approval letter,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-LUMVOA-LABEL-CONTRACEPTION,373,S373-B00006,pdf_page:6,"Because inhibiting IGF-1R signaling impacts normal embryonic development and placental 
development and function, LUMVOA may cause fetal harm when administered to a pregnant woman 
[see Use in Specific Populations (8.1)]. Advise females of reproductive potential to use effective 
contraception prior to initiation, during treatment with LUMVOA and for 6 months after the last dose of 
LUMVOA.",520,913,19954f585c92f156b536e2fca6ccf54a5349ef4745508ada6f2fb56cb97fd4f7,49ab718a7097a660b6f5d3ce31842005155b44ddcd7480828511cac977602975,552d6d23d55b70be76971c13f597d69407b59a350fa45f70ce0a566ff088b613,United States,A1 regulator; U.S. Food and Drug Administration,Females of reproductive potential,TED treatment and reproductive safety,Veligrotug-vvze (Lumvoa),Contraception timing,Regulator prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-LUMVOA-LABEL-CONTRAINDICATIONS,373,S373-B00003,pdf_page:3,"4 CONTRAINDICATIONS
None",692,716,19954f585c92f156b536e2fca6ccf54a5349ef4745508ada6f2fb56cb97fd4f7,2cf1d882155696117ae9aa57cc9b0b27e36fc899bfdd2f14281674146ac527c2,1ab0d5bbec48b99c822b4180cd326973725e310f56c9b3402aad303f320dfd38,United States,A1 regulator; U.S. Food and Drug Administration,Patients considered for Lumvoa,TED,Veligrotug-vvze (Lumvoa),Labeled contraindications only,Regulator prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-LUMVOA-LABEL-GERIATRIC,373,S373-B00006,pdf_page:6,"8.5 Geriatric Use
Of the 301 patients in Study 1 and Study 2, 12% were 65 years of age or older, with a similar 
proportion of patients 65 years of age or older between treatment groups. No overall differences in 
safety or effectiveness of LUMVOA have been observed between patients 65 years of age or older 
and younger adult patients.",1022,1359,19954f585c92f156b536e2fca6ccf54a5349ef4745508ada6f2fb56cb97fd4f7,49ab718a7097a660b6f5d3ce31842005155b44ddcd7480828511cac977602975,a5dfec10a10568c0fd720912325e434f66d45d6eb9c81602c4bd6c4c3ba003e5,United States,A1 regulator; U.S. Food and Drug Administration,Patients aged 65 years or older,TED,Veligrotug-vvze (Lumvoa),Geriatric trial representation and labeled comparison,Regulator prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-LUMVOA-LABEL-HEARING,373,S373-B00004,pdf_page:4,"5.4 Hearing Impairment Including Hearing Loss
LUMVOA may cause severe hearing impairment including hearing loss, which in some cases may be 
permanent. Assess patients’ hearing before, during, and after treatment with LUMVOA and consider 
the benefit-risk of treatment with patients.",0,283,19954f585c92f156b536e2fca6ccf54a5349ef4745508ada6f2fb56cb97fd4f7,5cb6ba6446f906bac4c9aa4bb5dfb65d2e6c6da6c47c6d973d485926e97cd2bf,2f578490f4c895df0025082a8d55a8de5b11d4e6d27b97ec962be8ebf37abc8e,United States,A1 regulator; U.S. Food and Drug Administration,Patients receiving Lumvoa,TED,Veligrotug-vvze (Lumvoa),Hearing-impairment warning and monitoring,Regulator prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-LUMVOA-LABEL-HYPERGLYCEMIA,373,S373-B00003,pdf_page:3,"5.3 Hyperglycemia
Hyperglycemia or increased blood glucose may occur in patients treated with LUMVOA. In clinical 
trials, 12% of patients, of whom one half had pre-existing diabetes or impaired glucose tolerance, 
experienced hyperglycemia. Hyperglycemic events should be controlled with medications for 
glycemic control, if necessary.
Assess patients for elevated blood glucose and symptoms of hyperglycemia prior to infusion and 
continue to monitor while on treatment with LUMVOA. Ensure patients with hyperglycemia or 
preexisting diabetes are under appropriate glycemic control before and while receiving LUMVOA. 
Continue monitoring after treatment for patients who experience hyperglycemia while on LUMVOA.",1803,2518,19954f585c92f156b536e2fca6ccf54a5349ef4745508ada6f2fb56cb97fd4f7,2cf1d882155696117ae9aa57cc9b0b27e36fc899bfdd2f14281674146ac527c2,c28e21e662cdc0ddb77a5c201fbe083e3bfc20ccb71a0b5a4f340312a4a98896,United States,A1 regulator; U.S. Food and Drug Administration,"Patients receiving Lumvoa, including those with diabetes or impaired glucose tolerance",TED,Veligrotug-vvze (Lumvoa),Hyperglycemia warning and monitoring,Regulator prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-LUMVOA-LABEL-IBD,373,S373-B00003,pdf_page:3,"5.2 Inflammatory Bowel Disease
LUMVOA may cause an exacerbation of inflammatory bowel disease (IBD). IBD has been reported in 
some patients receiving insulin-like growth factor-1 receptor inhibitors without a prior diagnosis of 
IBD. Monitor patients for signs and symptoms of IBD, including patients without a history of IBD. If 
IBD is suspected, discontinue use of LUMVOA.
",1426,1803,19954f585c92f156b536e2fca6ccf54a5349ef4745508ada6f2fb56cb97fd4f7,2cf1d882155696117ae9aa57cc9b0b27e36fc899bfdd2f14281674146ac527c2,85dbb07b7e2437657fd248bb2ba49e80e62d653adb8d6e1c52da7f22ec2cc250,United States,A1 regulator; U.S. Food and Drug Administration,Patients receiving Lumvoa,TED,Veligrotug-vvze (Lumvoa),Inflammatory-bowel-disease warning,Regulator prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-LUMVOA-LABEL-INDICATION-DOSE,373,S373-B00002,pdf_page:2,"1 INDICATIONS AND USAGE
LUMVOA is indicated for the treatment of thyroid eye disease regardless of thyroid eye disease 
activity or duration.
2 DOSAGE AND ADMINISTRATION 
2.1 Recommended Dosage
The recommended dosage of LUMVOA is 10 mg/kg administered by intravenous infusion every three 
weeks for a total of 5 infusions.",29,351,19954f585c92f156b536e2fca6ccf54a5349ef4745508ada6f2fb56cb97fd4f7,e7543c6669b58d8eb890bbe44bf93781e6534bbc88c6f647d5da97b42c027fce,342f4bc80f89b44d311399a429bab83e8bcdb6082d2a7b7e82abce03868aa4e9,United States,A1 regulator; U.S. Food and Drug Administration,Patients with TED regardless of disease activity or duration,TED regardless of activity or duration,Veligrotug-vvze (Lumvoa),U.S. labeled indication and dosing regimen,Regulator prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-LUMVOA-LABEL-INFUSION,373,S373-B00003,pdf_page:3,"5.1 Infusion Reactions
LUMVOA may cause infusion reactions. Infusion reactions have been reported in approximately 9% 
of patients treated with LUMVOA. Signs and symptoms of infusion-related reactions include transient 
increases in blood pressure, fever, chills, headache, and fatigue. Infusion reactions may occur during 
or soon after an infusion. Reported infusion reactions are usually mild or moderate in severity and can 
usually be successfully managed with corticosteroids, antihistamines, and antipyretics. In patients 
who experience an infusion reaction, consideration should be given to standard premedication and/or 
administering infusions at a slower infusion rate.
",744,1426,19954f585c92f156b536e2fca6ccf54a5349ef4745508ada6f2fb56cb97fd4f7,2cf1d882155696117ae9aa57cc9b0b27e36fc899bfdd2f14281674146ac527c2,a49f6adcc7643e5e47aaabf233f9bb19f46e28bd17ee6f863e048da72c745586,United States,A1 regulator; U.S. Food and Drug Administration,Patients receiving Lumvoa,TED,Veligrotug-vvze (Lumvoa),Infusion-reaction warning and management,Regulator prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-LUMVOA-LABEL-PEDIATRIC,373,S373-B00006,pdf_page:6,The safety and effectiveness of LUMVOA have not been established in pediatric patients.,934,1021,19954f585c92f156b536e2fca6ccf54a5349ef4745508ada6f2fb56cb97fd4f7,49ab718a7097a660b6f5d3ce31842005155b44ddcd7480828511cac977602975,d9f39cfb9044649a8b13183c72c03db0f7b5da0399b55b4aa66ed2a7d8d01af4,United States,A1 regulator; U.S. Food and Drug Administration,Pediatric patients,TED,Veligrotug-vvze (Lumvoa),Pediatric evidence limitation,Regulator prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-TEPEZZA-LABEL-CONTRACEPTION,728,S728-B00221,section:8.3 Females and Males of Reproductive Potential,"Contraception Females Based on its mechanism of action inhibiting IGF-1R, TEPEZZA may cause fetal harm when administered to a pregnant woman [see Use in Specific Populations (8.1) ] . Advise females of reproductive potential to use effective contraception prior to initiation, during treatment with TEPEZZA and for 6 months after the last dose of TEPEZZA.",0,355,9e230795487db17fe59cc1f577080c57456e891fd9dbeacef7c19e4bae7712bb,320b8af3b7a1c7c5956fd49284ad9a6c27a2d97a58b9c186407abb54b56085d9,320b8af3b7a1c7c5956fd49284ad9a6c27a2d97a58b9c186407abb54b56085d9,United States,A1 regulator/NLM label repository; U.S. National Library of Medicine DailyMed,Females of reproductive potential,TED treatment and reproductive safety,Teprotumumab-trbw (Tepezza),Contraception timing,Regulator authorization or prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-TEPEZZA-LABEL-DOSE,728,S728-B00147,section:2.1 Recommended Dosing,The recommended dose of TEPEZZA is an intravenous infusion of 10 mg/kg for the initial dose followed by an intravenous infusion of 20 mg/kg every three weeks for 7 additional infusions.,0,185,9e230795487db17fe59cc1f577080c57456e891fd9dbeacef7c19e4bae7712bb,5f58acd9040c7f82104de2f16f611ba5ed373e0754f981f3a12f21c0baf5bb67,5f58acd9040c7f82104de2f16f611ba5ed373e0754f981f3a12f21c0baf5bb67,United States,A1 regulator/NLM label repository; U.S. National Library of Medicine DailyMed,Patients receiving Tepezza,TED,Teprotumumab-trbw (Tepezza),U.S. dosing regimen,Regulator authorization or prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-TEPEZZA-LABEL-HEARING,728,S728-B00096,section:WARNINGS AND PRECAUTIONS,"Hearing Impairment Including Hearing Loss: TEPEZZA may cause severe hearing impairment including hearing loss, which in some cases may be permanent. Assess patients' hearing before, during, and after treatment with TEPEZZA and consider the benefit-risk of treatment with patients ( 5.4 )",0,287,9e230795487db17fe59cc1f577080c57456e891fd9dbeacef7c19e4bae7712bb,37f0b24b9c7606a6c8c24237a43c9cf78eb399da18e2b9fc7f285192e16fecd9,37f0b24b9c7606a6c8c24237a43c9cf78eb399da18e2b9fc7f285192e16fecd9,United States,A1 regulator/NLM label repository; U.S. National Library of Medicine DailyMed,Patients receiving Tepezza,TED,Teprotumumab-trbw (Tepezza),Hearing warning and monitoring,Regulator authorization or prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-TEPEZZA-LABEL-HYPERGLYCEMIA,728,S728-B00095,section:WARNINGS AND PRECAUTIONS,Hyperglycemia : Assess patients for elevated blood glucose and symptoms of hyperglycemia prior to infusion and continue to monitor while on treatment with TEPEZZA. Ensure patients with hyperglycemia or preexisting diabetes are under appropriate glycemic control before and while receiving TEPEZZA ( 5.3 ),0,304,9e230795487db17fe59cc1f577080c57456e891fd9dbeacef7c19e4bae7712bb,e4fa946d7cab3dc426687a6ef8904c77f7a72a38eed41defb40d10225e9e181a,e4fa946d7cab3dc426687a6ef8904c77f7a72a38eed41defb40d10225e9e181a,United States,A1 regulator/NLM label repository; U.S. National Library of Medicine DailyMed,Patients receiving Tepezza,TED,Teprotumumab-trbw (Tepezza),Hyperglycemia warning and monitoring,Regulator authorization or prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-TEPEZZA-LABEL-INDICATION,728,S728-B00143,section:17 PATIENT COUNSELING INFORMATION,TEPEZZA is indicated for the treatment of Thyroid Eye Disease regardless of Thyroid Eye Disease activity or duration.,0,117,9e230795487db17fe59cc1f577080c57456e891fd9dbeacef7c19e4bae7712bb,3f6a1a7086ff4806fe693fbb6bd949de6d80aa9b2d19d3ed5aefe9be51760416,3f6a1a7086ff4806fe693fbb6bd949de6d80aa9b2d19d3ed5aefe9be51760416,United States,A1 regulator/NLM label repository; U.S. National Library of Medicine DailyMed,Patients with TED,TED regardless of activity or duration,Teprotumumab-trbw (Tepezza),U.S. labeled indication,Regulator authorization or prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-TEPEZZA-LABEL-MOA,728,S728-B00237,section:12.1 Mechanism of Action,Teprotumumab-trbw's mechanism of action in patients with Thyroid Eye Disease has not been fully characterized. Teprotumumab-trbw binds to IGF-1R and blocks its activation and signaling.,0,185,9e230795487db17fe59cc1f577080c57456e891fd9dbeacef7c19e4bae7712bb,470ba28a876ad03cdd3b8ca48db0a535e42ad47c5ef3e337aaab718bf384bd44,470ba28a876ad03cdd3b8ca48db0a535e42ad47c5ef3e337aaab718bf384bd44,United States,A1 regulator/NLM label repository; U.S. National Library of Medicine DailyMed,Patients receiving Tepezza,TED,Teprotumumab-trbw (Tepezza),IGF-1R binding/signaling and MOA limitation,Regulator authorization or prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
US-TEPEZZA-LABEL-PEDIATRIC,728,S728-B00225,section:8.4 Pediatric Use,Safety and effectiveness have not been established in pediatric patients.,0,73,9e230795487db17fe59cc1f577080c57456e891fd9dbeacef7c19e4bae7712bb,2c68426d97f90baaf5d6c3fb37eb4f625f756724e04072507f0b9be265a446bf,2c68426d97f90baaf5d6c3fb37eb4f625f756724e04072507f0b9be265a446bf,United States,A1 regulator/NLM label repository; U.S. National Library of Medicine DailyMed,Pediatric patients,TED,Teprotumumab-trbw (Tepezza),Pediatric evidence limitation,Regulator authorization or prescribing information,Retrieved source supports bounded claims only; failed search never proves absence.,2026-09-10,2.0.0,NA (no additional notes)
