trial_id,registry,registry_url,asset,asset_aliases,sponsor,owner_at_cutoff,indication,mechanism_class,phase,overall_status,start_date,primary_completion_date,regions,population,ted_activity_severity,n_enrolled,n_randomized,n_analyzed,design,blinding,arms,dose_route_schedule_duration,background_soc_combination,comparator,primary_endpoints,secondary_endpoints,analysis_timepoint,efficacy_results,safety_results,followup_durability,publication_urls,evidence_tier,source_ids,access_depth,last_verified,notes
NCT01269749,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01269749,RAI treatment; ATD Group,,University of Florida,University of Florida,Pediatric GD / hyperthyroidism,Antithyroid drug,PHASE2,COMPLETED,2010-10,2016-06,United States,Pediatric/special population,not_applicable,19,,,NON_RANDOMIZED PARALLEL,NONE,RAI treatment; ATD Group,See official registry record,Registry-defined; verify per protocol,See arms,Dosimetry Studies,Cancer Risk Assessment,Posted result timepoint,"RAI 16, ATD 3; posted quantitative efficacy 없음.",4년 동안 reported death/SAE/other AE 0.,효능 durability 미평가.,,Registry result + manual curation,ClinicalTrials.gov; NCT01269749,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial; 등록 결과의 부재는 무효과를 뜻하지 않음.
NCT07369063,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07369063,"Ergocalciferol 50,000 IU; Methimazole",,Northwell Health,Northwell Health,Pediatric GD / hyperthyroidism,Antithyroid drug,PHASE2,RECRUITING,2025-08-01,2027-02-28,United States,Pediatric/special population,not_applicable,30,,,RANDOMIZED PARALLEL,NONE,High-Dose Vitamin D2 + Methimazole; Methimazole (with optional low dose Vitamin D2),See official registry record,Registry-defined; verify per protocol,See arms,Feasibility Metrics: Recruitment Rate; Feasibility Metrics: Adherence Rate; Feasibility Metrics: Data Completeness; Feasibility Metrics: Implementation Barriers,Time to Normalization and Thyroid function Trends,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07369063,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT01297699,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT01297699,Tocilizumab (RoActemra®); Sterile 0.9% Sodium Chloride,,Hospital Clinico Universitario de Santiago,Hospital Clinico Universitario de Santiago,Sight-threatening TED / dysthyroid optic neuropathy,IL-6 / IL-6R blockade,PHASE3,COMPLETED,2012-03,2015-10,Spain,Adults primary,sight_threatening,32,,,RANDOMIZED PARALLEL,DOUBLE,Tocilizumab; Sterile 0.9% Sodium Chloride,See official registry record,Registry-defined; verify per protocol,See arms,Drug efficacy will be established as a decrease in CAS (clinical activity score) by 2 or more points in a scale of 10.,"Clinical response of patients who respond to treatment with tocilizumab; Evaluate the patients quality of life associated with tocilizumab treatment, using SF-36; Determine time to recurrence during follow-up period; Safety as adverse events reported",Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT01297699,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07594912,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07594912,Teprotumumab N01; Intravenous Methylprednisolone (IVMP),,Sun Yat-sen University,Sun Yat-sen University,Sight-threatening TED / dysthyroid optic neuropathy,IGF-1R inhibition,PHASE2,NOT_YET_RECRUITING,2026-08,2027-12,China,Adults primary,sight_threatening,60,,,RANDOMIZED PARALLEL,NONE,Postoperative Sequential Teprotumumab N01; Postoperative Sequential Intravenous Methylprednisolone,See official registry record,Registry-defined; verify per protocol,See arms,Change in Best-Corrected Visual Acuity (BCVA) From Baseline to Week 24,Change in BCVA From Baseline to Week 12; Change in Visual Field Mean Deviation (VF-MD) Measured by Humphrey Field Analyzer; Clinical Activity Score (CAS); Proptosis Measured by Hertel Exophthalmometry; Change in Gorman Diplopia Score,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07594912,official_registry_full_record,2026-09-10,disease-directed standard-of-care or regimen-optimization trial
NCT05002998,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05002998,Teprotumumab,,Amgen,Amgen,"TED, active and chronic/inactive cohorts",IGF-1R inhibition,PHASE4,COMPLETED,2021-09-16,2025-12-19,France; Germany; Italy; Spain; United Kingdom; United States,Adults primary,mixed_active_inactive,313,,,RANDOMIZED PARALLEL,QUADRUPLE,Teprotumumab 4 Infusions; Teprotumumab 8 Infusions; Teprotumumab 16 Infusions,See official registry record,Registry-defined; verify per protocol,See arms,Percentage of Participants who experience at least 1 treatment-emergent adverse event (TEAE) and the percentage of participants who experience at least 1 treatment emergent AESI during treatment with teprotumumab; Percentage of Participants who receive re-treatment,,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT05002998,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT06269393,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06269393,IBI311,,Peking University People's Hospital,Peking University People's Hospital,"TED, active and chronic/inactive cohorts",IGF-1R inhibition,PHASE3,COMPLETED,2024-01-01,2025-04-03,China,Adults primary,mixed_active_inactive,53,,,RANDOMIZED PARALLEL,DOUBLE,Placebo; IBI311,See official registry record,Registry-defined; verify per protocol,See arms,"The proptosis responder rate (defined as percentage of subjects with a ≥ 2mm reduction from baseline in proptosis in the study eye, without deterioration [≥ 2 mm increase] of proptosis in the non-study eye) of the study eye.",Overall responder rate in proptosis of the study eye.; Percentage of subjects with a CAS value of 0 or 1; Diplopia responder rate (defined as percentage of subjects with a ≥ 1-grade improvement in diplopia),Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT06269393,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT06525506,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06525506,IBI311 (20 mg); IBI311 (3-20 mg); IBI311 (10 mg); IBI311 (3-10mg/kg),,Innovent Biologics (Suzhou) Co. Ltd.,Innovent Biologics (Suzhou) Co. Ltd.,"TED, active and chronic/inactive cohorts",IGF-1R inhibition,PHASE2,COMPLETED,2024-09-04,2025-01-09,China,Adults primary,mixed_active_inactive,38,,,RANDOMIZED PARALLEL,TRIPLE,Arm 2: IBI311 (3-20 mg); Arm 4: IBI311 (20 mg); Arm 3: IBI311 (10 mg); Arm 1: IBI311 (3-10 mg),See official registry record,Registry-defined; verify per protocol,See arms,Mean change from Baseline in proptosis in the study eye.; Safety and Tolerability,The proptosis responder rate in the study eye; Mean change from Baseline in proptosis in the study eye.; The overall responder rate in the study eye.; Percentage of subjects with a CAS of 0 or 1 in the study eye.; Mean change from Baseline in CAS in the study eye.,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT06525506,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07262476,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07262476,MHB018A injection,,Minghui Pharmaceutical (Hangzhou) Ltd,Minghui Pharmaceutical (Hangzhou) Ltd,"TED, active and chronic/inactive cohorts",IGF-1R inhibition,PHASE3,RECRUITING,2026-01-09,2029-01-31,China,Adults primary,mixed_active_inactive,258,,,NA SINGLE_GROUP,NONE,MHB018A Injection,See official registry record,Registry-defined; verify per protocol,See arms,Proptosis Responder Rate at Week 24,TED relapse rate; TED relapse time; Overall response rate; Change in proptosis; Percentage of subjects with CAS of 0 or 1,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07262476,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class
NCT07462130,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07462130,NTB003; NTB003; NTB003; NTB003 and Placebo,,Nanjing Chia-tai Tianqing Pharmaceutical,Nanjing Chia-tai Tianqing Pharmaceutical,"TED, active and chronic/inactive cohorts",IGF-1R inhibition,PHASE1; PHASE2,NOT_YET_RECRUITING,2026-03-01,2027-05-31,,Adults primary,mixed_active_inactive,74,,,NON_RANDOMIZED SEQUENTIAL,NONE,Cohort 1; Cohort 2; Cohort 3; Cohort 4,See official registry record,Registry-defined; verify per protocol,See arms,Proptosis Responder Rate in the study eye,Change from baseline in proptosis in the study eye; Change from baseline in CAS; Overall Responder Rate; Diplopia response rate; Diplopia Resolution Rate,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07462130,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class
NCT07620405,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07620405,MHB018A injection,,Minghui Pharmaceutical (Hangzhou) Ltd,Minghui Pharmaceutical (Hangzhou) Ltd,"TED, active and chronic/inactive cohorts",IGF-1R inhibition,PHASE3,NOT_YET_RECRUITING,2027-07,2030-01,,Adults primary,mixed_active_inactive,219,,,NA SINGLE_GROUP,NONE,MHB018A Injection,See official registry record,Registry-defined; verify per protocol,See arms,Proptosis Responder Rate at Week 24,TED relapse rate; TED relapse time; Overall response rate; Change in proptosis; Percentage of subjects with CAS of 0 or 1,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07620405,official_registry_full_record,2026-09-10,named investigational disease-directed asset; comparator treatment does not determine asset class
NCT03708627,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT03708627,Bimatoprost Ophthalmic,,Johns Hopkins University,Johns Hopkins University,"TED, activity/severity not registry-specified",Other / mechanism not registry-specified,EARLY_PHASE1,RECRUITING,2017-11-01,2029-07-01,United States,Adults primary,unspecified,3,,,NON_RANDOMIZED PARALLEL,SINGLE,Bimatoprost in more proptotic eye; Control,See official registry record,Registry-defined; verify per protocol,See arms,Reduction in periorbital fat causing improvement in proptosis,,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT03708627,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT05110040,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT05110040,immunosuppressive agent,,Sun Yat-sen University,Sun Yat-sen University,"TED, activity/severity not registry-specified",Other / mechanism not registry-specified,NA,UNKNOWN,2021-10-15,2024-12-01,China,Adults primary,unspecified,12,,,NA SINGLE_GROUP,NONE,immunosuppressive agents,See official registry record,Registry-defined; verify per protocol,See arms,change of macular sensibility,change of extraocular muscle volume and orbital fat volume by MRI; change of proptosis; change of QoL; change of eyelid aperture and lid lag,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT05110040,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT06087731,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06087731,Tocilizumab,,Sun Yat-sen University,Sun Yat-sen University,"TED, activity/severity not registry-specified",IL-6 / IL-6R blockade,PHASE2,WITHDRAWN,2023-09-23,2023-09-23,China,Adults primary,unspecified,0,,,NA SINGLE_GROUP,NONE,tocilizumab,See official registry record,Registry-defined; verify per protocol,See arms,volume and signal intensity of each extraocular muscles and soft tissue in MRI images; Clinical Activity Score; eyelid aperture; exophthalmos; eyelid lag,ocular motility; Graves' Ophthalmopathy Quality of Life Scale; inflammatory markers changes,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT06087731,official_registry_full_record,2026-09-10,For some personal reasons.; disease-directed drug/biologic/supplement trial
NCT06812325,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT06812325,VRDN-003,,"Viridian Therapeutics, Inc.","Viridian Therapeutics, Inc.","TED, any CAS / mixed activity",IGF-1R inhibition,PHASE3,ACTIVE_NOT_RECRUITING,2025-02-03,2026-04-22,France; Germany; Poland; Spain; Turkey (Türkiye); United Kingdom; United States,Adults primary,mixed_activity,320,,,RANDOMIZED PARALLEL,TRIPLE,VRDN-003 every 4 weeks; VRDN-003 every 8 weeks,See official registry record,Registry-defined; verify per protocol,See arms,Treatment Emergent Adverse Event (TEAE) incidence rate through Week 24,Change from baseline in proptosis in the study eye at Week 24 as measured by exophthalmometer; TEAE incident rate through study completion,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT06812325,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
NCT07155668,ClinicalTrials.gov,https://clinicaltrials.gov/study/NCT07155668,VRDN-003,,"Viridian Therapeutics, Inc.","Viridian Therapeutics, Inc.","TED, any CAS / mixed activity",IGF-1R inhibition,PHASE3,COMPLETED,2025-07-01,2026-05-28,United States,Adults primary,mixed_activity,87,,,RANDOMIZED PARALLEL,NONE,VRDN-003 every 4 weeks using autoinjector; VRDN-003 every 8 weeks using autoinjector; VRDN-003 every 8 weeks using vial and syringe,See official registry record,Registry-defined; verify per protocol,See arms,Treatment Emergent Adverse Event (TEAE) incidence rate,Pharmacokinetic outcome measures; Pharmacokinetic outcome measures,Protocol-defined,No posted in-scope efficacy result at cutoff.,No manually curated public result at cutoff.,Not established from posted results.,,Official registry protocol,ClinicalTrials.gov; NCT07155668,official_registry_full_record,2026-09-10,disease-directed drug/biologic/supplement trial
