blind_order,blind_id,adjudication_batch,claim_id,claim_type,blind_verdict,blind_failure_mode,adjudication_rationale,evidence_reviewed,precheck_status,resolution,source_ids,exact_anchors,canonical_artifact,canonical_row_ids,blind_packet_sha256,review_date,data_cut,review_independence
84,BLIND-0084,BATCH-04,DIRECT-OTHER-05,direct_program_inventory_status,support,support,"For WP1302, target, highest stage, status, and trial linkage matched the canonical asset row and resolved source/registry mappings; no efficacy inference was added.","sources=854 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=WP1302;fields=target,highest_stage,status,trial_ids | canonical=pipeline_assets_v2.csv::asset=WP1302",PASS,NA (no correction required),854,"CANONICAL:pipeline_assets_v2.csv::asset=WP1302;fields=target,highest_stage,status,trial_ids",pipeline_assets_v2.csv,asset=WP1302,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
85,BLIND-0085,BATCH-04,ENDPOINT-003,analytical_endpoint_definition,support,support,The definition correctly limits off-ATD normalization to a specified assessment while requiring additional follow-up before durable-remission terminology.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics | canonical=plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv::frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:plan2.md | clinical_trials_v2.csv | soc_outcomes_v2.csv::frozen endpoint-semantics contract | clinical_trials.primary_endpoints | soc_outcomes.endpoint_semantics,plan2.md; clinical_trials_v2.csv; soc_outcomes_v2.csv,frozen endpoint-semantics contract; clinical_trials.primary_endpoints; soc_outcomes.endpoint_semantics,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
86,BLIND-0086,BATCH-04,POP-RELAPSED-001,blind_pre_adjudication_failed_claim,insufficient,insufficient,"The cited SoC rows distinguish post-ATD relapse, post-RAI persistence, and TED failure states, but do not contain 'selected open-label retreatment'. The full sentence therefore exceeds its canonical anchor.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:soc_outcomes_v2.csv::categories=Relapsed/refractory GD,Relapsed/refractory TED across five regions | canonical=soc_outcomes_v2.csv::categories=Relapsed/refractory GD,Relapsed/refractory TED across five regions",PASS,Removed from display and replaced by POP-RELAPSED-002; original wording retained ledger-only.,NA (internal canonical evidence),"CANONICAL:soc_outcomes_v2.csv::categories=Relapsed/refractory GD,Relapsed/refractory TED across five regions",soc_outcomes_v2.csv,"categories=Relapsed/refractory GD,Relapsed/refractory TED across five regions",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
87,BLIND-0087,BATCH-04,DIRECT-LCA-EVIDENCE-BOUNDARY,direct_program_mechanism_or_status,support,support,"Recovered sponsor and CTIS evidence describes intended mechanism and an ongoing first-in-human SAD/MAD protocol, not posted human outcomes. The negative statement is explicitly bounded to the frozen evidence package.",sources=1; 2 | exact_anchors=DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN; DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS; DIRECT_ANCHOR:LCA0321-CTIS-SAD-MAD-TITLE | canonical=claim_evidence_anchors_v2.csv::DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN;DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS;DIRECT_ANCHOR:LCA0321-CTIS-SAD-MAD-TITLE,PASS,NA (no correction required),1; 2,DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN; DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS; DIRECT_ANCHOR:LCA0321-CTIS-SAD-MAD-TITLE,claim_evidence_anchors_v2.csv,DIRECT_ANCHOR:LCA0321-SPONSOR-DESIGN;DIRECT_ANCHOR:LCA0321-CTIS-PHASE-STATUS;DIRECT_ANCHOR:LCA0321-CTIS-SAD-MAD-TITLE,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
88,BLIND-0088,BATCH-04,DOC-CONTROL-002,internal_document_control,support,support,"Verified the frozen plan2.md control anchor and hash for geographic and population scope; this is a release-control statement, not an external clinical claim.",sources=NA (internal canonical evidence) | exact_anchors=INTERNAL_PLAN:plan2.md::frozen-contract::geographic and population scope | canonical=plan2.md::frozen-contract::geographic and population scope,PASS,NA (no correction required),NA (internal canonical evidence),INTERNAL_PLAN:plan2.md::frozen-contract::geographic and population scope,plan2.md,frozen-contract::geographic and population scope,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
89,BLIND-0089,BATCH-04,LIMIT-001,methodological_limitation,support,support,"The frozen registry reconciliation necessarily covers registered/public records and cannot guarantee capture of unregistered preclinical assets, unpublished failures, or non-public sponsor changes. This is a scope limitation, not an absence claim.",sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:registry_cut_reconciliation_2026-09-10.json::frozen query and reconciliation scope | canonical=registry_cut_reconciliation_2026-09-10.json::frozen query and reconciliation scope,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:registry_cut_reconciliation_2026-09-10.json::frozen query and reconciliation scope,registry_cut_reconciliation_2026-09-10.json,frozen query and reconciliation scope,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
90,BLIND-0090,BATCH-04,ASSET-039,complete_asset_inventory_row,support,support,"For Technetium-99 methylene diphosphonate (99Tc-MDP), every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=814 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Technetium-99 methylene diphosphonate (99Tc-MDP);row_sha256=0d61f0eedc9bf9676bf4c14642c907e2d0d1b17dc6035eaf7e756d80c74f9251 | canonical=pipeline_assets_v2.csv::asset=Technetium-99 methylene diphosphonate (99Tc-MDP),PASS,NA (no correction required),814,CANONICAL:pipeline_assets_v2.csv::asset=Technetium-99 methylene diphosphonate (99Tc-MDP);row_sha256=0d61f0eedc9bf9676bf4c14642c907e2d0d1b17dc6035eaf7e756d80c74f9251,pipeline_assets_v2.csv,asset=Technetium-99 methylene diphosphonate (99Tc-MDP),bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
91,BLIND-0091,BATCH-04,LIMIT-005,QA_limitation,support,support,The documented workflow is a stance-hidden second pass by the same coordinator. Describing it as within-agent bias reduction rather than independent validation is accurate.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:plan2.md::claim-QA contract | canonical=plan2.md::claim-QA contract,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:plan2.md::claim-QA contract,plan2.md,claim-QA contract,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
92,BLIND-0092,BATCH-04,METHOD-010,internal_status_count,support,support,Recounted the status-specific trial subset as 11; claim text/value and frozen clinical-trial artifact hash matched.,sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:clinical_trials_v2.csv::field=overall_status | value=TERMINATED | canonical=clinical_trials_v2.csv::field=overall_status; value=TERMINATED,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:clinical_trials_v2.csv::field=overall_status | value=TERMINATED,clinical_trials_v2.csv,field=overall_status; value=TERMINATED,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
93,BLIND-0093,BATCH-04,TRIAL-018-SAFETY,trial_safety_result,support,support,"For NCT05276063, the safety field matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=831 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05276063 | canonical=result_trial_curation_v2.csv::trial_id=NCT05276063; field=safety,PASS,NA (no correction required),831,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05276063,result_trial_curation_v2.csv,trial_id=NCT05276063; field=safety,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
94,BLIND-0094,BATCH-04,REG-EU-LUMVOA-ACCESS,regional_reimbursement_access_status,support,support,"For SOC-EU-TED-LUMVOA, access text/value matched the canonical SoC field and the claim-specific access/query source subset; authorization and access remained separate.",sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-EU-TED-LUMVOA;field=reimbursement_access | canonical=soc_outcomes_v2.csv::soc_id=SOC-EU-TED-LUMVOA; field=reimbursement_access,PASS,NA (no correction required),NA (internal canonical evidence),CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-EU-TED-LUMVOA;field=reimbursement_access,soc_outcomes_v2.csv,soc_id=SOC-EU-TED-LUMVOA; field=reimbursement_access,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
95,BLIND-0095,BATCH-04,TRIAL-019-INTERPRETATION,trial_primary_interpretation,support,support,"For NCT05907668, the primary interpretation/disposition matched the approved curation row; curation-row, clinical-trial-row, and frozen-registry-document hashes all matched, with posted-result status verified.",sources=843 | exact_anchors=TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05907668 | canonical=result_trial_curation_v2.csv::trial_id=NCT05907668; field=primary_interpretation,PASS,NA (no correction required),843,TRIAL_RESULT_ANCHOR:TRIAL-RESULT-NCT05907668,result_trial_curation_v2.csv,trial_id=NCT05907668; field=primary_interpretation,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
96,BLIND-0096,BATCH-04,REG-KR-TEPEZZA-AUTH,regional_authorization_status,support,support,"For SOC-KR-TED-TEPEZZA, authorization text/value matched the canonical SoC field and the claim-specific regulator or documented query source subset; unresolved wording was not converted to absence.",sources=745 | exact_anchors=CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-KR-TED-TEPEZZA;field=authorization_status_scope | canonical=soc_outcomes_v2.csv::soc_id=SOC-KR-TED-TEPEZZA; field=authorization_status_scope,PASS,NA (no correction required),745,CANONICAL:soc_outcomes_v2.csv::soc_id=SOC-KR-TED-TEPEZZA;field=authorization_status_scope,soc_outcomes_v2.csv,soc_id=SOC-KR-TED-TEPEZZA; field=authorization_status_scope,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
97,BLIND-0097,BATCH-04,CONCLUSION-004,analytical_monitoring_priority,support,support,"The corrected priorities map to the LCA-0321/MER511 canonical fields: safety/PK/PD, TRAb/TSI/TSAb, thyroid hormones, immunogenicity, total IgG, B-cell pharmacology, and durability risk. It is clearly labeled analytical.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:pipeline_assets_v2.csv::assets=LCA-0321,MER511 | fields=biomarker_pd_strategy,key_unmet_need,critical_risks | canonical=pipeline_assets_v2.csv::assets=LCA-0321,MER511; fields=biomarker_pd_strategy,key_unmet_need,critical_risks",PASS,NA (bounded replacement for CONCLUSION-003),NA (internal canonical evidence),"CANONICAL:pipeline_assets_v2.csv::assets=LCA-0321,MER511 | fields=biomarker_pd_strategy,key_unmet_need,critical_risks",pipeline_assets_v2.csv,"assets=LCA-0321,MER511; fields=biomarker_pd_strategy,key_unmet_need,critical_risks",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
98,BLIND-0098,BATCH-04,ASSET-013,complete_asset_inventory_row,support,support,"For Hydroxychloroquine, every displayed identity/indication/target/stage/status/tier/confidence field matched the canonical asset row, its row hash, and resolved source IDs.",sources=828 | exact_anchors=CANONICAL:pipeline_assets_v2.csv::asset=Hydroxychloroquine;row_sha256=17f3b0852693dbb38a2d215b2f4e04ba5771c7aa69b78936cb1db9d361e57367 | canonical=pipeline_assets_v2.csv::asset=Hydroxychloroquine,PASS,NA (no correction required),828,CANONICAL:pipeline_assets_v2.csv::asset=Hydroxychloroquine;row_sha256=17f3b0852693dbb38a2d215b2f4e04ba5771c7aa69b78936cb1db9d361e57367,pipeline_assets_v2.csv,asset=Hydroxychloroquine,bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
99,BLIND-0099,BATCH-04,RND-FRAME-001,internal_rd_scoring_definition,support,support,"Verified all five potential-component fields, weighted_potential_0_3, and the explicit separation of evidence confidence for every numerically scored asset.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:pipeline_assets_v2.csv::fields=potential_driver_specificity_0_3,potential_durability_0_3,potential_selectivity_0_3,potential_translatability_0_3,potential_developability_0_3,weighted_potential_0_3,r_and_d_score_scope | canonical=pipeline_assets_v2.csv::fields=potential_driver_specificity_0_3,potential_durability_0_3,potential_selectivity_0_3,potential_translatability_0_3,potential_developability_0_3,weighted_potential_0_3,r_and_d_score_scope",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:pipeline_assets_v2.csv::fields=potential_driver_specificity_0_3,potential_durability_0_3,potential_selectivity_0_3,potential_translatability_0_3,potential_developability_0_3,weighted_potential_0_3,r_and_d_score_scope",pipeline_assets_v2.csv,"fields=potential_driver_specificity_0_3,potential_durability_0_3,potential_selectivity_0_3,potential_translatability_0_3,potential_developability_0_3,weighted_potential_0_3,r_and_d_score_scope",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
100,BLIND-0100,BATCH-04,SOC-FRAME-004,analytical_unresolved_status_boundary,support,support,The release contract and regional matrix define unresolved as lack of confirmed positive official evidence in the documented pass; the claim explicitly rejects conversion to 'not authorized' or 'not reimbursed'.,"sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:soc_outcomes_v2.csv::fields=authorization_status_scope,reimbursement_access,uncertainty | unresolved semantics | canonical=soc_outcomes_v2.csv::fields=authorization_status_scope,reimbursement_access,uncertainty; unresolved semantics",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:soc_outcomes_v2.csv::fields=authorization_status_scope,reimbursement_access,uncertainty | unresolved semantics",soc_outcomes_v2.csv,"fields=authorization_status_scope,reimbursement_access,uncertainty; unresolved semantics",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
101,BLIND-0101,BATCH-05,METHOD-017,randomization_semantics_count,support,support,"Recomputed this randomization-reporting category as 43 from registry_allocation, n_randomized, and randomization_basis; no enrollment substitution was introduced.","sources=NA (internal canonical evidence) | exact_anchors=CANONICAL:clinical_trials_v2.csv::fields=registry_allocation,n_randomized,randomization_basis | canonical=clinical_trials_v2.csv::fields=registry_allocation,n_randomized,randomization_basis",PASS,NA (no correction required),NA (internal canonical evidence),"CANONICAL:clinical_trials_v2.csv::fields=registry_allocation,n_randomized,randomization_basis",clinical_trials_v2.csv,"fields=registry_allocation,n_randomized,randomization_basis",bd6555815600e9877c817d5e15e3c2c626bbb6789847c9cbc4111e63ca00df81,2026-09-11,2026-09-10,"Same coordinator, stance-hidden second pass; within-agent bias reduction, not independent validation."
